sessionID,formId,totalKeyInputs,totalTimeSpentOnPage,averageTimePerField,browser_width,browser_height,pixel_ratio,user_agent,platform,language,timezone,mousespeed_sd,keystroke_sd
ubecez1p4,registration-form,55,9551,1910.2,921,919,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,1767.805116293199,201.62721190076297
y543kjzsg,registration-form,95,16110,3222,1280,843,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,789.4817918487623,169.9460450154328
y543kjzsg,payment-form,42,9865,2466.25,1280,843,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,428.80474431378474,175.76658308993902
y543kjzsg,login-form,39,8080,4040,1280,843,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,783.9880663282667,156.71880750579612
y543kjzsg,login-form,42,7805,3902.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,683.3790671951764,92.70877046620959
y543kjzsg,registration-form,86,14281,2856.2,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,908.5951262,132.8921013011507
y543kjzsg,feedback-form,124,16545,4136.25,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,620.2439134,106.73416030930171
y543kjzsg,payment-form,39,11400,2850,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,530.2375588838397,194.7885137705838
y543kjzsg,login-form,71,10222,5111,958,430,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,150.0730988458133,97.26637525425753
y543kjzsg,registration-form,85,15962,3192.4,958,430,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,183.48820637633534,238.59755345980983
y543kjzsg,feedback-form,63,9823,2455.75,958,430,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,271.2470490921888,105.93567541533115
y543kjzsg,feedback-form,237,33643,8410.75,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,444.59062131438475,122.3024998317542
ubecez1p4,feedback-form,143,21294,5323.5,921,919,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,511.3188543684297,152.13435112264955
ubecez1p4,registration-form,79,14190,2838,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,378.38010496787916,126.57020618619967
ubecez1p4,login-form,24,5214,2607,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,553.4927886387966,151.69686716773887
ubecez1p4,login-form,6,2587,1293.5,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,291.6952076106481,145.83497522885241
ubecez1p4,login-form,11,16107,8053.5,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,475.58404281739166,2234.6836039845452
ubecez1p4,login-form,18,6624,3312,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,362.9617187,234.25728912597475
ubecez1p4,login-form,42,20484,10242,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,362.9617187,775.7177603038322
ubecez1p4,login-form,8,58861,29430.5,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,362.9617187,9531.553647622197
ubecez1p4,login-form,12,1669,834.5,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,202.8540883032966,81.09029759247628
ubecez1p4,registration-form,79,12080,2416,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,585.8493317,79.55689250655247
ubecez1p4,payment-form,44,12818,3204.5,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,725.8770763043646,197.70632847780334
ubecez1p4,payment-form,47,8461,2115.25,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,14.697596890438549,137.74924479772673
ubecez1p4,payment-form,49,11648,2912,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,334.2785169514414,161.54039178200395
y543kjzsg,registration-form,69,12514,2502.8,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,507.7167327341265,69.27951009520162
y543kjzsg,registration-form,44,7969,1593.8,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,614.9877945964215,92.50391072
a95wicntd,login-form,19,5020,2510,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,1120.3677578705394,248.5579645
a95wicntd,registration-form,80,11086,2217.2,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,519.9674874361565,96.32431498883145
a95wicntd,payment-form,27,9911,2477.75,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,307.63688439962533,234.44787525805762
a95wicntd,feedback-form,158,21486,5371.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,345.4274580685232,93.11320251
a95wicntd,feedback-form,191,26354,6588.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,391.5808673153084,105.57208300086378
a95wicntd,feedback-form,230,29555,7388.75,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,224.3776031122054,81.36058635783193
y543kjzsg,login-form,56,8169,4084.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,125.36710952891085,57.818982270045204
y543kjzsg,registration-form,85,12599,2519.8,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,392.89296471104126,145.3316462955195
y543kjzsg,payment-form,49,11195,2798.75,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,466.4968625360995,133.14066646210023
y543kjzsg,feedback-form,121,16548,4137,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,500.2547878174175,85.92738536
y543kjzsg,feedback-form,195,27170,6792.5,1280,843,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,269.4827274572895,96.54142701662876
ubecez1p4,registration-form,99,15117,3023.4,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,703.7210513811808,77.79348575869938
ubecez1p4,login-form,42,7499,3749.5,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,596.4846493066707,174.5828204995078
ubecez1p4,payment-form,39,8988,2247,921,739,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,194.1636536810065,122.45293346477014
ubecez1p4,payment-form,45,10738,2684.5,1281,790,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,35.36596970148012,148.01541653847363
ubecez1p4,feedback-form,137,19151,4787.75,1281,790,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,278.6254236223326,87.91567478955287
ubecez1p4,feedback-form,186,22558,5639.5,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,290.4196299643067,83.24182343471523
ubecez1p4,registration-form,69,12702,2540.4,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,655.7951696944933,84.44445462524473
ubecez1p4,login-form,25,4914,2457,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,568.0871085977815,148.51907261545756
ubecez1p4,login-form,46,9902,4951,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,332.2559679593395,197.19949164785604
ubecez1p4,payment-form,45,11674,2918.5,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,698.9065599,179.89384352449787
ubecez1p4,payment-form,46,18463,4615.75,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,581.6539168763863,114.38587498053126
ubecez1p4,feedback-form,404,59990,14997.5,1912,954,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0",Win32,en-US,GMT+8,218.65856303308576,105.29724395172212
y543kjzsg,login-form,39,7774,3887,1280,843,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,410.57233119155086,76.77827197255361
y543kjzsg,registration-form,80,15646,3129.2,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,700.4885502555264,100.76397642849246
y543kjzsg,feedback-form,299,47057,11764.25,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,418.9229582571343,113.9832536336545
y543kjzsg,feedback-form,230,39401,9850.25,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,198.00120702192072,114.93587902834744
y543kjzsg,registration-form,97,18006,3601.2,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,927.8319864660313,157.36173246297844
y543kjzsg,login-form,26,5479,2739.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,1349.4085507154214,146.7733164
y543kjzsg,login-form,33,260257,130128.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,1057.74791,3569.453879411412
y543kjzsg,login-form,31,9062,4531,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,106.47653718766426,101.25839334209398
y543kjzsg,login-form,57,36117,18058.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,623.0901765162513,1901.0444936456802
y543kjzsg,login-form,22,7689,3844.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,93.37373910300508,117.05228786844833
y543kjzsg,login-form,39,61461,30730.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,383.13858679879866,7325.656960933932
y543kjzsg,login-form,33,7047,3523.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,73.90511814959662,449.96929800376995
y543kjzsg,login-form,27,22177,11088.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,1493.4950810865057,564.1781961730151
y543kjzsg,login-form,12,5793,2896.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,75.75311221562808,547.2315678840987
y543kjzsg,login-form,60,48122,24061,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,630.7256455296749,1886.226754282806
y543kjzsg,login-form,30,4679,2339.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,97.76121119913586,53.557174934086405
y543kjzsg,login-form,23,15143,7571.5,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,568.7899136003858,68.98333131996453
y543kjzsg,login-form,24,105360,52680,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,568.7899136003858,51.65682433135046
y543kjzsg,registration-form,77,11454,2290.8,1920,947,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0,Win32,en-US,GMT+8,876.7600145453396,66.14929496507678
a95wicntd,payment-form,47,8738,2184.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,576.9832473760272,128.57466404546633
a95wicntd,feedback-form,93,13903,3475.75,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,447.74039908310266,90.32316481434536
a95wicntd,feedback-form,201,50814,12703.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,526.1689746043065,118.16054244144195
a95wicntd,payment-form,53,11640,2910,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,487.6250728688612,248.06208288945658
a95wicntd,payment-form,30,7608,1902,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,51.49618457808137,197.0741997072415
a95wicntd,payment-form,51,11045,2761.25,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,359.6982853005271,226.36862768502175
a95wicntd,payment-form,45,164228,41057,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,340.05697792273605,110.85609965144891
a95wicntd,payment-form,30,7701,1925.25,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,440.11030437699884,216.33714385132825
a95wicntd,login-form,47,7521,3760.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,73.67414907938029,83.05926608404182
a95wicntd,registration-form,68,11430,2286,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,185.94470931814783,190.74982712211082
a95wicntd,registration-form,47,155457,31091.4,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,1290.353127256551,361.7204801809167
a95wicntd,feedback-form,121,14701,3675.25,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,223.0440560421848,65.00454632
a95wicntd,feedback-form,141,18310,4577.5,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,428.55474716377125,88.36883829514029
a95wicntd,feedback-form,119,16947,4236.75,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,194.08399986131425,81.62707113293284
a95wicntd,feedback-form,212,27484,6871,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,179.70139420853752,115.43299916448267
a95wicntd,feedback-form,244,32837,8209.25,1920,911,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Win32,en-GB,GMT+8,931.4486518595824,118.74623457059488
